ticket_id,brand,channel,category,priority,created_at,resolved_at,agent_id,satisfaction_score
T0000872,KAYAK,phone,Cancellation ,Medium,21/05/2025 15:43,2025-05-22 04:02:12,A0012,1
T0003798,priceline,CHAT,Booking Change,Low,2025-04-10 04:36:00,,A0043,
T0004684,Booking.com,email,Cancellation,Medium,2025-04-14 02:25:00,2025-04-14 11:29:12,A0015,
T0002635,agoda,e-mail,billing,Urgent,2025-01-04 16:35:00,2025-01-04 17:00:48,A0037,
T0003344,priceline,phone,BOOKING CHANGE,Medium,2025-03-20 05:23:00,2025-03-20 15:31:24,A0025,5
T0003558,agoda,phone,Booking Change,High,2024-11-14 05:46:00,2024-11-14 08:36:24,A0034,1
T0003197,agoda,phone,General Query,High,2025-01-24 12:51:00,2025-01-25 08:32:24,A0038,3
T0000793,agoda,social,General Query,Urgent,2024-11-12 12:22:00,,A0008,
T0002346,priceline,social,Technical Issue,Low,2024-09-30 22:50:00,2024-10-01 02:03:12,A0020,8
T0000320,KAYAK,phone,Technical Issue,Urgent,2025-04-12 13:41:00,2025-04-12 20:51:48,A0045,
T0004897,Booking.com,email,Cancellation,High,2025-05-22 05:37:00,2025-05-22 07:04:36,A0007,
T0004596,Booking.com,social,Technical Issue,Medium,2024-09-26 21:47:00,2024-09-27 00:21:12,A0060,5
T0000593,priceline,email,cancellation,Medium,28/10/2024 07:29,2024-10-28 11:11:00,A0057,7
T0000255,priceline,email,Technical Issue,High,2024-09-27 07:12:00,2024-09-27 14:00:00,A0053,
T0000478,priceline,e-mail,Booking Change,Medium,2025-05-14 22:58:00,2025-05-15 01:31:00,A0052,
T0003231,Booking.com,chat,Booking Change,Urgent,28/11/2024 08:32,2024-11-28 23:39:12,A0050,2
T0001010,KAYAK,social,Billing,Urgent,2024-09-07 23:34:00,2024-09-08 14:44:48,A0040,
T0002135,Booking.com,email,General Query,Low,2025-01-09 02:41:00,2025-01-09 11:31:24,A0052,1
T0003527,KAYAK,social,BOOKING CHANGE,High,2024-06-06 11:14:00,2024-06-06 13:47:36,A0050,5
T0003425,Booking.com,social,Cancellation,Medium,2024-11-01 03:58:00,2024-11-01 08:30:24,A0031,3
T0002618,priceline,social,Cancellation,Low,2025-05-29 21:02:00,2025-05-30 00:01:24,A0012,3
T0002044,KAYAK,phone,TECHNICAL ISSUE,Urgent,2024-06-09 07:48:00,2024-06-09 15:21:36,A0032,2
T0000420,Booking.com,phone,General Query ,Medium,2024-06-09 06:28:00,2024-06-09 18:20:12,A0042,2
T0004543,Booking.com,chat,Billing,High,2025-04-01 20:52:00,2025-04-02 01:08:12,A0054,3
T0002893,priceline,social,Technical Issue,Medium,2024-07-06 10:26:00,2024-07-06 17:59:00,A0039,4
T0002039,priceline,chat,Technical Issue ,High,24/11/2024 08:46,2024-11-24 23:24:24,A0056,1
T0004869,agoda,chat,Billing ,High,2024-07-04 23:32:00,2024-07-05 05:38:36,A0007,4
T0002447,KAYAK,phone,cancellation,High,2025-01-08 19:38:00,2025-01-08 21:08:36,A0001,
T0001821,priceline,social,Cancellation,Medium,2024-07-28 19:09:00,2024-07-29 09:49:48,A0040,3
T0003518,priceline,social,BOOKING CHANGE,High,2024-09-12 01:50:00,2024-09-12 08:24:48,A0014,5
T0004137,Booking.com,social,Booking Change,Urgent,2025-04-13 17:56:00,2025-04-13 20:15:12,A0002,5
T0000361,KAYAK,chat,Booking Change,Low,2024-09-28 15:01:00,,A0029,
T0003512,KAYAK,PHONE,Technical Issue,Low,2025-02-03 21:53:00,2025-02-04 02:24:12,A0024,1
T0001687,agoda,SOCIAL,Billing,Low,2025-02-01 14:03:00,2025-02-01 14:42:00,A0039,
T0003547,agoda,email,Technical Issue,Urgent,2025-01-14 12:52:00,2025-01-14 23:28:36,A0020,3
T0003870,Booking.com,Email,Booking Change,High,15/05/2025 23:36,2025-05-16 06:49:12,A0003,
T0004974,priceline,phone,Booking Change ,High,12/07/2024 00:28,2024-07-12 05:19:00,A0018,
T0001883,KAYAK,social,BILLING,Urgent,2025-05-26 02:08:00,,A0044,
T0004979,Booking.com,social,GENERAL QUERY,Urgent,2024-09-10 10:21:00,2024-09-10 19:46:12,A0035,3
T0000274,Booking.com,social,Booking Change,Low,2024-12-02 00:44:00,2024-12-02 01:58:24,A0029,
T0001873,agoda,chat,Cancellation,Urgent,2024-07-02 06:13:00,2024-07-02 17:01:00,A0014,5
T0004620,Booking.com,chat,Cancellation,Medium,2024-09-27 06:40:00,2024-09-27 19:34:36,A0033,
T0004383,priceline,social,Booking Change,Urgent,2025-03-01 04:48:00,2025-03-01 16:11:24,A0029,9
T0002149,priceline,phone,BILLING,High,12/03/2025 21:11,2025-03-13 00:02:36,A0026,1
T0002501,Booking.com,PHONE,Billing,Low,2025-05-15 05:41:00,,A0024,
T0002581,Booking.com,chat,Booking Change,High,13/07/2024 11:01,,A0054,
T0002422,KAYAK,chat,General Query,High,2024-10-27 12:02:00,2024-10-28 20:27:12,A0040,4
T0001477,Booking.com,email,Technical Issue,Medium,02/03/2025 20:14,2025-03-04 04:37:24,A0021,4
T0001161,Booking.com,CHAT,Technical Issue ,Urgent,2024-07-05 03:25:00,2024-07-05 04:37:00,A0046,
T0001461,Booking.com,phone,Booking Change,Low,2025-01-02 15:29:00,2025-01-02 21:21:48,A0029,
T0004864,agoda,social,Technical Issue,Low,08/10/2024 16:09,2024-10-09 02:02:24,A0050,
T0003902,priceline,phone,General Query,Urgent,18/09/2024 11:42,2024-09-18 14:22:48,A0005,
T0000352,agoda,social,Cancellation,Medium,2025-01-15 02:09:00,2025-01-15 05:23:24,A0031,4
T0001045,agoda,phone,Booking Change,Urgent,2024-08-05 23:44:00,2024-08-06 06:29:00,A0040,
T0004946,KAYAK,chat,Cancellation,Low,2024-08-30 19:59:00,2024-08-30 20:28:24,A0016,4
T0001918,priceline,chat,technical issue,Low,2024-07-05 03:31:00,,A0057,
T0002587,agoda,email,Cancellation,High,2025-05-09 17:31:00,,A0057,
T0002279,KAYAK,phone,Booking Change,Urgent,2024-09-24 23:31:00,2024-09-25 19:13:36,A0049,
T0002198,KAYAK,SOCIAL,Billing,High,2024-07-31 23:25:00,2024-08-01 16:51:24,A0058,
T0002522,KAYAK,email,technical issue,Low,2024-12-19 09:42:00,2024-12-19 11:28:12,A0004,4
T0002968,Booking.com,phone,Billing,Low,2025-03-24 04:32:00,2025-03-24 07:41:36,A0034,10
T0000824,KAYAK,chat,Cancellation,Low,2024-09-03 23:49:00,2024-09-04 08:14:12,A0058,2
T0001932,Booking.com,phone,Booking Change,Medium,2024-06-07 22:40:00,2024-06-07 22:53:12,A0004,1
T0003633,Booking.com,phone,General Query,High,16/12/2024 11:36,2024-12-16 13:14:24,A0034,2
T0000461,agoda,chat,Billing,Urgent,2024-07-08 00:05:00,,A0041,
T0002884,priceline,PHONE,Booking Change,High,2025-02-26 21:54:00,2025-02-27 00:59:24,A0060,
T0001147,KAYAK,social,Cancellation,Medium,2025-02-18 19:41:00,,A0025,
T0001529,agoda,email,General Query,Medium,2024-11-04 12:17:00,2024-11-04 15:51:12,A0043,
T0003322,Booking.com,chat,Technical Issue,Urgent,2025-02-01 19:00:00,2025-02-02 02:02:24,A0045,1
T0001388,priceline,email,TECHNICAL ISSUE,Medium,2024-06-13 15:53:00,,A0003,
T0000930,Booking.com,social,Technical Issue,Medium,2024-07-30 23:20:00,2024-07-31 05:16:24,A0038,
T0004964,priceline,social,Billing,Medium,03/10/2024 00:25,2024-10-03 06:25:36,A0016,
T0002144,agoda,chat,Cancellation,High,2025-02-12 03:56:00,2025-02-12 05:03:12,A0018,
T0001746,KAYAK,chat,Cancellation,Medium,2025-04-08 15:17:00,2025-04-08 23:46:24,A0052,1
T0004755,KAYAK,chat,General Query,High,2025-01-14 17:06:00,2025-01-15 00:01:48,A0041,
T0003770,agoda,social,Booking Change,Low,2024-10-09 16:25:00,,A0044,
T0001739,agoda,chat,Billing,Medium,17/07/2024 00:36,2024-07-17 03:11:24,A0054,
T0004247,KAYAK,social,Booking Change,High,2024-10-16 03:15:00,2024-10-16 05:07:12,A0045,4
T0001833,KAYAK,phone,General Query,High,2024-07-07 05:31:00,2024-07-07 10:57:24,A0042,
T0004881,priceline,social,Booking Change,Low,01/12/2024 17:49,2024-12-02 15:29:48,A0037,1
T0002266,agoda,chat,Billing,Urgent,12/01/2025 06:09,2025-01-12 15:35:24,A0052,
T0002556,Booking.com,phone,Booking Change,Medium,2025-04-13 03:24:00,2025-04-13 05:57:00,A0058,
T0002104,agoda,chat,Billing,High,2024-11-08 03:21:00,2024-11-08 05:45:00,A0028,3
T0003395,KAYAK,email,booking change,Medium,2024-10-30 10:31:00,2024-10-30 16:24:24,A0012,4
T0001861,agoda,email,Cancellation,Urgent,25/08/2024 22:25,2024-08-26 02:40:00,A0011,3
T0003144,KAYAK,chat,Cancellation,Low,2024-09-04 01:04:00,2024-09-04 06:10:00,A0036,
T0000355,agoda,chat,Technical Issue,High,2025-04-17 11:43:00,2025-04-18 00:26:12,A0008,3
T0002475,agoda,chat,Technical Issue,Medium,21/03/2025 09:49,2025-03-21 10:40:00,A0010,3
T0000362,Booking.com,social,General Query,Urgent,12/01/2025 17:50,,A0033,
T0001789,Booking.com,phone,Booking Change,Low,2025-03-17 06:55:00,,A0045,
T0002405,KAYAK,chat,Cancellation,Medium,11/10/2024 05:38,,A0028,
T0004141,agoda,phone,CANCELLATION,Urgent,2024-07-04 09:33:00,2024-07-04 15:12:36,A0058,
T0000807,KAYAK,CHAT,Cancellation,High,2024-09-18 07:00:00,2024-09-19 09:42:00,A0026,4
T0003596,KAYAK,SOCIAL,Technical Issue,Medium,2024-06-05 21:01:00,2024-06-06 07:18:24,A0017,
T0002773,KAYAK,chat,Cancellation,Medium,2024-06-24 09:36:00,2024-06-24 13:29:24,A0001,5
T0003475,agoda,social,TECHNICAL ISSUE,High,09/06/2024 08:56,,A0015,
T0000989,KAYAK,email,Technical Issue ,Medium,13/01/2025 19:53,2025-01-13 23:08:36,A0034,
T0003658,priceline,social,Technical Issue,Urgent,2024-06-20 00:34:00,2024-06-20 06:53:12,A0031,
T0004503,KAYAK,email,Booking Change,Low,2024-08-28 18:02:00,2024-08-28 18:44:36,A0012,1
T0000958,priceline,social,Billing,Low,2024-08-13 22:41:00,2024-08-14 10:22:24,A0051,
T0001808,KAYAK,chat,Technical Issue,High,2025-04-11 08:50:00,2025-04-11 15:02:36,A0041,2
T0003048,agoda,chat,Billing ,Urgent,19/11/2024 13:08,2024-11-20 01:46:24,A0029,1
T0000235,priceline,phone,General Query,Low,2024-09-06 16:00:00,2024-09-06 22:23:24,A0020,4
T0001682,priceline,chat,General Query ,Low,2024-12-13 08:23:00,,A0055,
T0002817,Booking.com,PHONE,CANCELLATION,High,2024-10-16 01:45:00,2024-10-16 08:26:24,A0054,3
T0000707,priceline,phone,Bill,Low,2024-06-24 00:42:00,2024-06-24 01:13:12,A0020,3
T0001784,agoda,chat,Billing,Medium,2024-12-13 19:29:00,2024-12-14 03:15:48,A0007,
T0002106,KAYAK,phone,Technical Issue,Medium,2025-05-19 04:24:00,,A0001,
T0002460,agoda,email,Booking Change,Low,2025-03-01 13:40:00,2025-03-01 23:47:48,A0020,
T0004678,KAYAK,email,Booking Change,Medium,2024-07-30 03:30:00,2024-07-30 16:37:12,A0031,5
T0002673,agoda,chat,general query,Medium,2024-10-28 20:31:00,,A0013,
T0002825,Booking.com,phone,Booking Change ,Urgent,03/06/2024 03:29,2024-06-03 08:40:24,A0016,
T0000343,KAYAK,email,TECHNICAL ISSUE,Medium,2024-11-11 11:46:00,2024-11-11 22:43:00,A0014,10
T0003776,Booking.com,email,General Query,Medium,27/04/2025 04:01,2025-04-27 07:13:00,A0006,3
T0003341,agoda,social,Booking Change ,Low,2024-12-08 19:37:00,2024-12-08 23:47:12,A0016,2
T0004289,Booking.com,social,Billing,Urgent,2025-04-01 03:59:00,2025-04-01 06:34:24,A0060,4
T0002401,agoda,chat,Booking Change,High,2025-03-19 00:19:00,2025-03-19 02:53:12,A0051,
T0002296,Booking.com,phone,Billing,Low,2025-05-14 04:20:00,2025-05-14 06:14:36,A0022,5
T0003188,Booking.com,PHONE,Cancellation,High,2024-11-01 07:51:00,2024-11-01 10:53:24,A0014,5
T0003883,Booking.com,chat,General Query,High,29/05/2025 15:20,2025-05-29 22:26:00,A0001,2
T0004637,KAYAK,social,Billing,Urgent,25/11/2024 23:10,2024-11-26 03:41:48,A0040,4
T0000519,Booking.com,social,General Query,High,2025-03-19 12:20:00,2025-03-19 21:02:36,A0032,5
T0001909,agoda,email,General Query,Low,2025-05-24 22:26:00,,A0028,
T0002257,Booking.com,social,Billing,Low,2024-06-08 21:59:00,2024-06-09 03:35:36,A0029,
T0003787,KAYAK,Email,General Query,Urgent,2025-03-27 01:45:00,2025-03-27 05:06:36,A0015,
T0000335,agoda,social,Booking Change,High,2025-01-21 17:07:00,2025-01-22 16:13:36,A0049,
T0004419,Booking.com,chat,General Query,Urgent,2025-03-26 01:50:00,2025-03-26 02:21:48,A0008,5
T0000219,agoda,email,General Query,High,23/09/2024 23:04,2024-09-24 00:49:36,A0001,1
T0000276,agoda,social,General Query,Low,15/06/2024 16:17,2024-06-15 17:00:12,A0052,5
T0001945,KAYAK,SOCIAL,Technical Issue,Urgent,2024-10-22 19:59:00,2024-10-22 20:37:24,A0038,5
T0001953,KAYAK,e-mail,Billing,High,2025-05-03 15:32:00,2025-05-04 09:05:00,A0022,
T0004956,priceline,phone,booking change,Urgent,28/01/2025 17:08,2025-01-28 18:11:36,A0007,2
T0002520,KAYAK,social,Technical Issue,Urgent,17/07/2024 10:52,2024-07-17 13:15:24,A0040,9
T0004513,agoda,email,Technical Issue,High,2024-06-11 13:19:00,2024-06-11 16:44:48,A0018,4
T0000380,KAYAK,chat,booking change,Low,2024-08-22 11:46:00,2024-08-22 13:07:00,A0011,
T0001438,Booking.com,email,Booking Change,Medium,2024-09-22 20:14:00,,A0048,
T0004102,agoda,social,Billing,High,2024-10-09 21:02:00,,A0005,
T0003072,KAYAK,phone,CANCELLATION,High,2024-07-27 13:05:00,2024-07-27 15:09:48,A0022,7
T0000494,KAYAK,social,Bill,Medium,2024-08-15 13:16:00,2024-08-16 18:02:12,A0037,1
T0002171,Booking.com,social,Billing,High,2025-05-06 05:30:00,2025-05-06 08:59:24,A0041,
T0002474,KAYAK,chat,General Query,Medium,2025-05-08 23:26:00,2025-05-09 05:57:12,A0008,4
T0001928,KAYAK,email,technical issue,Urgent,30/04/2025 08:42,2025-04-30 16:12:36,A0060,5
T0003234,agoda,social,Cancellation,Low,2025-04-29 10:45:00,2025-04-29 20:39:00,A0014,
T0004777,Booking.com,phone,Cancellation,High,2025-01-02 22:40:00,2025-01-03 00:23:12,A0032,2
T0001069,Booking.com,phone,TECHNICAL ISSUE,High,2024-10-03 12:22:00,2024-10-03 17:20:12,A0030,2
T0003413,agoda,chat,booking change,Medium,2024-07-11 00:15:00,,A0045,
T0001524,priceline,phone,Technical Issue,High,2025-05-28 13:15:00,,A0057,
T0002398,Booking.com,email,Billing,High,2024-10-20 04:54:00,,A0046,
T0004289,Booking.com,social,Billing,Urgent,2025-04-01 03:59:00,2025-04-01 06:34:24,A0060,4
T0003638,KAYAK,email,Technical Issue,Urgent,2024-11-29 07:21:00,2024-11-29 09:28:12,A0055,3
T0004223,agoda,social,technical issue,High,2025-04-24 01:52:00,2025-04-24 02:20:12,A0041,2
T0000919,KAYAK,email,Technical Issue,Medium,2025-05-02 19:22:00,2025-05-03 08:17:12,A0021,
T0000760,KAYAK,chat,booking change,Medium,2025-04-30 23:34:00,2025-05-01 01:49:36,A0049,4
T0001012,KAYAK,Email,Billing,High,2025-01-17 09:46:00,2025-01-17 14:04:00,A0052,2
T0004360,Booking.com,phone,GENERAL QUERY,Medium,2025-03-09 03:49:00,2025-03-09 22:38:48,A0017,
T0000238,agoda,CHAT,Technical Issue,Low,2025-01-11 09:12:00,2025-01-11 22:22:12,A0004,4
T0002990,KAYAK,social,General Query,Urgent,2025-01-15 12:56:00,2025-01-15 14:08:36,A0052,5
T0004181,priceline,Email,Billing,High,2025-02-02 04:23:00,2025-02-02 19:03:12,A0031,5
T0002950,Booking.com,email,Booking Change,Medium,2024-10-29 12:44:00,2024-10-30 02:41:00,A0044,2
T0004773,priceline,email,Booking Change,Medium,2025-04-15 02:16:00,2025-04-15 06:22:36,A0032,
T0000609,agoda,chat,Cancellation,High,2025-02-03 13:45:00,2025-02-04 05:32:24,A0011,
T0004889,Booking.com,chat,Technical Issue,High,06/03/2025 03:32,2025-03-06 08:13:24,A0039,7
T0002708,agoda,chat,Cancellation,Medium,2024-09-18 10:23:00,2024-09-18 11:57:48,A0049,3
T0000641,KAYAK,SOCIAL,General Query,Medium,2024-10-10 05:48:00,2024-10-11 02:59:24,A0042,4
T0002652,priceline,CHAT,BILLING,Medium,05/10/2024 22:18,2024-10-06 05:18:00,A0033,1
T0002922,Booking.com,SOCIAL,General Query,Urgent,2024-10-04 07:50:00,2024-10-04 08:43:24,A0032,
T0003632,agoda,social,Booking Change,High,2024-06-07 02:29:00,2024-06-07 14:38:00,A0018,1
T0003675,KAYAK,chat,Technical Issue,Low,08/03/2025 23:10,2025-03-09 12:21:24,A0033,5
T0001314,KAYAK,email,technical issue,Urgent,2025-02-05 13:38:00,2025-02-05 20:55:24,A0055,
T0004524,agoda,phone,Billing,Low,07/09/2024 13:31,2024-09-07 21:40:36,A0006,4
T0001424,Booking.com,e-mail,General Query,High,16/05/2025 17:07,2025-05-17 00:23:48,A0029,5
T0001114,priceline,social,Booking Change,High,2024-10-17 00:27:00,2024-10-17 03:51:00,A0033,2
T0003621,Booking.com,Email,General Query,High,2024-06-07 12:48:00,2024-06-07 16:32:24,A0009,3
T0004668,agoda,social,Booking Change,Low,14/10/2024 09:42,,A0007,
T0004630,agoda,phone,GENERAL QUERY,High,2025-02-11 13:18:00,2025-02-11 22:25:48,A0012,4
T0001542,agoda,Email,Billing,High,2025-05-30 02:08:00,2025-05-30 07:24:48,A0010,3
T0000585,agoda,phone,Billing,Medium,2024-07-24 03:22:00,2024-07-24 09:47:12,A0005,2
T0001137,priceline,e-mail,Technical Issue,High,2024-11-30 08:11:00,2024-11-30 09:02:36,A0029,
T0002678,Booking.com,Email,General Query ,Medium,2024-09-20 23:43:00,2024-09-21 02:24:24,A0031,4
T0003345,agoda,chat,General Query,Urgent,01/10/2024 22:20,2024-10-02 06:30:12,A0035,2
T0001593,priceline,chat,Bill,Medium,2025-02-27 03:17:00,2025-02-27 05:55:24,A0032,3
T0000969,agoda,social,Cancellation ,Medium,2025-05-15 16:27:00,2025-05-16 01:24:00,A0049,2
T0002309,priceline,social,General Query,Urgent,2024-08-09 17:34:00,2024-08-09 22:08:12,A0046,2
T0001173,KAYAK,phone,general query,Urgent,2025-03-05 18:07:00,2025-03-05 21:45:24,A0004,4
T0003036,priceline,social,Cancellation,Urgent,2024-11-30 10:38:00,2024-11-30 13:47:36,A0015,4
T0000469,priceline,email,Billing,Medium,2024-12-15 10:31:00,2024-12-15 11:01:00,A0032,1
T0004031,agoda,social,Cancellation,Low,01/07/2024 22:24,,A0045,
T0002743,agoda,social,Technical Issue,High,2025-01-30 05:01:00,2025-01-30 14:41:12,A0022,3
T0000103,Booking.com,phone,general query,Medium,2025-05-03 00:13:00,,A0012,
T0002310,KAYAK,chat,Technical Issue,Medium,18/01/2025 14:32,2025-01-18 20:55:24,A0039,5
T0000018,priceline,email,CANCELLATION,Medium,2024-07-16 08:03:00,2024-07-16 09:52:12,A0005,
T0001948,Booking.com,social,Cancellation,High,2024-06-01 17:10:00,2024-06-02 01:45:24,A0058,7
T0001358,agoda,email,Technical Issue,Medium,2025-05-20 07:49:00,2025-05-20 12:34:36,A0039,9
T0000595,Booking.com,PHONE,BOOKING CHANGE,Medium,2024-12-04 15:59:00,2024-12-05 00:20:00,A0024,6
T0002700,agoda,phone,Cancellation,Low,2025-01-11 17:36:00,2025-01-12 01:11:24,A0031,4
T0004790,priceline,social,Booking Change,Urgent,2024-08-19 22:10:00,2024-08-20 03:16:00,A0026,
T0001074,Booking.com,chat,Booking Change,High,2024-11-29 18:32:00,2024-11-29 22:01:24,A0006,5
T0001062,priceline,chat,Billing,Low,2025-01-06 03:18:00,,A0009,
T0003863,agoda,social,Billing,Medium,2024-10-30 00:34:00,2024-10-30 17:33:24,A0044,4
T0001236,priceline,social,Technical Issue,Urgent,2025-04-13 08:12:00,2025-04-13 13:36:00,A0044,5
T0002246,Booking.com,CHAT,Technical Issue,Low,2024-08-18 17:04:00,2024-08-19 11:29:48,A0050,
T0002724,KAYAK,email,Cancellation,Urgent,2024-07-20 21:30:00,2024-07-20 23:07:48,A0028,3
T0001712,priceline,phone,booking change,Urgent,29/01/2025 00:01,2025-01-29 15:37:36,A0042,8
T0001955,KAYAK,chat,GENERAL QUERY,High,2025-05-11 11:02:00,2025-05-11 18:19:24,A0026,
T0000624,Booking.com,CHAT,TECHNICAL ISSUE,Low,2024-06-22 02:37:00,2024-06-22 18:19:00,A0008,8
T0000271,KAYAK,phone,Cancellation,Urgent,2025-02-11 10:22:00,2025-02-11 20:31:36,A0005,4
T0003151,KAYAK,phone,Technical Issue,Low,2024-07-29 01:08:00,2024-07-29 04:48:12,A0042,5
T0001985,agoda,Email,General Query,High,07/09/2024 20:59,2024-09-08 01:46:24,A0056,2
T0000259,KAYAK,chat,Booking Change,Low,2024-11-05 15:20:00,,A0001,
T0000100,agoda,chat,Technical Issue,High,2024-08-24 04:59:00,2024-08-23 15:59:00,A0049,5
T0001234,Booking.com,email,Booking Change,Urgent,2024-10-01 07:00:00,2024-10-01 23:34:12,A0058,2
T0004233,KAYAK,social,Booking Change,Low,2024-07-27 21:23:00,2024-07-28 21:17:36,A0033,
T0002192,agoda,chat,Technical Issue,Low,2024-10-09 02:25:00,2024-10-09 10:19:00,A0039,1
T0000035,priceline,phone,Cancellation,Urgent,2025-04-22 04:15:00,,A0057,
T0001897,KAYAK,Email,Booking Change,Low,2024-10-31 09:36:00,2024-10-31 16:36:00,A0005,4
T0003295,Booking.com,email,TECHNICAL ISSUE,Urgent,2024-08-23 17:59:00,2024-08-24 07:39:12,A0008,3
T0000687,KAYAK,phone,Booking Change,Urgent,2024-09-13 21:03:00,2024-09-13 21:55:12,A0058,
T0003276,priceline,phone,Cancellation,High,2025-05-16 03:01:00,,A0022,
T0002261,priceline,social,BILLING,Low,2025-02-26 09:22:00,2025-02-26 19:10:36,A0042,2
T0000398,agoda,email,Booking Change,Low,2024-08-17 11:32:00,2024-08-18 06:23:00,A0048,5
T0000680,priceline,social,Cancellation,High,2024-12-09 22:53:00,2024-12-10 19:12:12,A0050,
T0003649,agoda,email,Booking Change,Medium,2025-02-25 08:30:00,,A0016,
T0003450,priceline,CHAT,Cancellation,High,2024-06-25 06:30:00,,A0014,
T0003166,Booking.com,chat,Booking Change,High,2024-09-01 21:24:00,2024-09-02 11:06:00,A0030,5
T0004810,agoda,social,Billing,High,2025-03-12 00:21:00,2025-03-12 11:40:48,A0021,3
T0003037,priceline,phone,Billing,Medium,2025-04-01 00:50:00,,A0059,
T0000505,Booking.com,phone,Cancellation ,Low,2025-04-19 18:55:00,2025-04-19 21:20:12,A0026,
T0004750,agoda,email,Billing,Medium,2024-12-30 02:24:00,2024-12-30 08:01:12,A0005,3
T0000022,agoda,Email,Cancellation,Low,2025-05-28 23:40:00,2025-05-30 12:16:00,A0006,
T0001453,agoda,chat,General Query,High,2024-07-05 09:25:00,2024-07-05 20:08:12,A0053,
T0000825,Booking.com,chat,General Query,Urgent,2024-10-19 04:57:00,,A0035,
T0000926,agoda,chat,cancellation,Low,2024-10-29 15:23:00,2024-10-29 19:14:00,A0057,
T0001679,Booking.com,phone,Cancellation,Medium,2024-10-31 13:08:00,2024-10-31 20:06:12,A0049,9
T0002577,agoda,chat,General Query,Urgent,28/06/2024 04:31,2024-06-28 10:47:12,A0058,5
T0001754,agoda,phone,Billing,Urgent,2024-08-02 14:32:00,2024-08-03 03:36:48,A0033,2
T0003093,priceline,social,Technical Issue,High,2025-03-01 13:05:00,2025-03-01 14:26:00,A0021,4
T0004535,KAYAK,chat,Billing,Urgent,2024-12-17 18:30:00,2024-12-17 23:34:48,A0012,
T0004299,KAYAK,CHAT,GENERAL QUERY,Urgent,2025-02-06 18:08:00,2025-02-06 19:35:00,A0057,5
T0001554,Booking.com,phone,Cancellation,High,06/02/2025 15:44,2025-02-06 20:48:48,A0020,4
T0002874,agoda,chat,Cancellation,Urgent,07/04/2025 13:56,2025-04-07 18:20:00,A0027,
T0004867,Booking.com,e-mail,billing,Low,11/03/2025 13:17,2025-03-11 17:29:00,A0020,1
T0002745,agoda,chat,Technical Issue,Low,2024-12-16 07:18:00,2024-12-17 00:42:36,A0002,1
T0001823,Booking.com,email,Booking Change ,Low,2024-11-03 19:02:00,2024-11-03 22:47:36,A0003,
T0003190,Booking.com,social,Booking Change,Low,20/07/2024 04:40,2024-07-22 07:27:24,A0041,10
T0002912,KAYAK,email,General Query,Low,2024-07-19 08:42:00,2024-07-19 09:55:12,A0052,
T0004061,Booking.com,phone,cancellation,Medium,2025-02-18 00:08:00,2025-02-18 07:20:00,A0010,2
T0001385,priceline,CHAT,GENERAL QUERY,Medium,2024-07-05 11:57:00,2024-07-06 18:49:48,A0029,4
T0003936,priceline,phone,Booking Change,Low,2024-07-29 16:42:00,2024-07-30 05:59:24,A0046,8
T0003440,priceline,email,Cancellation,High,2024-10-24 01:09:00,2024-10-24 05:02:24,A0030,9
T0000166,KAYAK,e-mail,General Query,Medium,2024-10-24 11:15:00,2024-10-24 14:04:12,A0036,4
T0002108,priceline,phone,CANCELLATION,Medium,01/07/2024 02:13,2024-07-01 05:39:24,A0025,
T0002480,priceline,social,BILLING,Urgent,2025-04-16 12:51:00,,A0043,
T0002919,agoda,social,General Query,High,2025-02-08 11:00:00,2025-02-08 22:34:12,A0054,9
T0000727,priceline,social,Cancellation,High,2025-01-30 22:04:00,2025-01-30 23:55:00,A0043,4
T0003105,Booking.com,email,Cancellation,High,27/05/2025 18:52,2025-05-28 01:17:12,A0037,3
T0003019,KAYAK,Email,Billing,High,2024-08-12 12:03:00,2024-08-12 14:39:36,A0006,2
T0004380,Booking.com,phone,Booking Change,Medium,2024-06-30 13:46:00,2024-07-01 05:37:00,A0008,4
T0003285,KAYAK,social,general query,Urgent,2025-03-19 11:36:00,2025-03-19 14:28:12,A0046,2
T0001181,Booking.com,CHAT,Cancellation,Urgent,2024-06-30 22:27:00,2024-07-01 07:01:48,A0005,
T0002375,agoda,chat,GENERAL QUERY,Low,03/12/2024 00:10,2024-12-03 08:26:12,A0005,5
T0003362,KAYAK,email,General Query,Medium,2025-02-01 03:28:00,2025-02-01 10:03:24,A0049,1
T0001353,Booking.com,phone,General Query,Medium,2024-10-25 10:06:00,2024-10-25 15:14:24,A0022,
T0002843,Booking.com,chat,General Query,High,2025-03-08 02:41:00,2025-03-08 09:17:00,A0026,
T0000242,agoda,e-mail,Booking Change,Urgent,2024-08-17 21:14:00,2024-08-17 21:42:12,A0022,2
T0004220,agoda,CHAT,Billing,Urgent,2024-11-09 03:20:00,2024-11-10 00:36:48,A0026,5
T0001662,KAYAK,phone,Billing,Low,2025-04-22 05:50:00,2025-04-22 10:36:48,A0035,
T0001565,Booking.com,PHONE,Billing,Medium,30/11/2024 02:09,2024-11-30 09:01:48,A0006,
T0001943,KAYAK,phone,Technical Issue,Medium,2024-07-30 17:10:00,2024-07-30 17:24:24,A0017,2
T0003683,KAYAK,email,Cancellation,Medium,2025-05-26 02:14:00,2025-05-27 13:29:36,A0030,9
